Category,Choline,Vitamin B3,Vitamin B5,Vitamin B2,Selenium,Vitamin B1,Vitamin B12,Vitamin B6,Retinol,Water,Monosaturated Fat,Polysaturated Fat,Saturated Fat,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,.Zinc,Vitamin C,Vitamin E,Vitamin K
YAM,16,0.552,0.311,0.028,0.7,0.095,0,0.228,0,70.13,0.005,0.06,0.029,14,0.52,18,49,670,244,0.2,12.1,0.34,2.3
YAMBEAN (JICAMA),0,0.19,0.121,0.028,0.7,0.017,0,0.04,0,90.07,0,0,0,11,0.57,11,16,135,242,0.15,14.1,0,0
YARDLONG BEAN,0,0.63,0.051,0.099,1.5,0.085,0,0.024,0,87.47,0.009,0.042,0.026,44,0.98,42,57,290,240,0.36,16.2,0,0
CORN,0,1.7,0.76,0.06,0.6,0.2,0,0.055,0,75.96,0.347,0.559,0.182,2,0.52,37,89,270,15,0.45,6.8,0.07,0.3
CORN,29,1.614,0.878,0.072,0.8,0.215,0,0.06,0,69.57,0.374,0.603,0.197,2,0.61,32,103,249,17,0.48,6.2,0.09,0.4
CORN,29,1.614,0.878,0.072,0.8,0.215,0,0.06,0,69.57,0.374,0.603,0.197,2,0.61,32,103,249,253,0.48,6.2,0.09,0.4
CORN,0,0.939,0.522,0.061,0.6,0.026,0,0.037,0,81.34,0.144,0.233,0.077,4,0.41,16,51,164,213,0.36,5.5,0,0
CORN,0,0.939,0.522,0.061,0.6,0.026,0,0.037,0,81.34,0.144,0.233,0.077,4,0.41,16,51,164,12,0.36,5.5,0,0
CORN,22,1.197,0.666,0.078,0.7,0.033,0,0.047,0,76.92,0.292,0.471,0.154,5,0.86,20,65,195,323,0.39,8.5,0.07,0.3
CORN,20,0.96,0.18,0.053,0.6,0.025,0,0.063,0,78.73,0.123,0.198,0.065,3,0.38,17,51,134,285,0.53,4.6,0.06,0.3
CORN,20,0.96,0.18,0.053,0.6,0.025,0,0.063,0,78.73,0.123,0.198,0.065,3,0.38,17,51,134,3,0.53,4.6,0.06,0.3
CORN,0,1.167,0.675,0.073,0.7,0.041,0,0.055,0,76.58,0.147,0.237,0.077,5,0.42,23,64,186,272,0.46,8.1,0,0
CORN,0,1.167,0.675,0.073,0.7,0.041,0,0.055,0,76.58,0.147,0.237,0.077,5,0.42,23,64,186,3,0.46,8.1,0,0
CORN,0,1.726,0.28,0.07,0.7,0.083,0,0.178,0,74.92,0.227,0.366,0.119,4,0.42,18,69,210,3,0.37,6.4,0,0
CORN,22,1.299,0.18,0.071,0.7,0.083,0,0.129,0,76.73,0.126,0.203,0.066,4,0.35,19,57,147,5,0.4,3.1,0.07,0.3
CORN,22,1.299,0.18,0.071,0.7,0.083,0,0.129,0,76.73,0.126,0.203,0.066,4,0.35,19,57,147,245,0.4,3.1,0.07,0.3
CORN,0,1.681,0.293,0.088,0.8,0.103,0,0.179,0,71.79,0.228,0.367,0.12,4,0.68,32,87,294,5,0.7,7.2,0,0
CORN,0,1.517,0.25,0.069,0.7,0.174,0,0.224,0,73.2,0.216,0.348,0.114,3,0.61,29,75,251,4,0.63,4.8,0,0
CORN,0,1.517,0.25,0.069,0.7,0.174,0,0.224,0,73.2,0.216,0.348,0.114,3,0.61,29,75,251,240,0.63,4.8,0,0
PEPPERS,0,0.55,0.038,0.03,0.3,0.025,0,0.178,0,91.25,0.02,0.161,0.045,41,0.8,11,20,146,1369,0.18,46.5,0,0
PEPPERS,4,1.37,0.03,0.038,0.2,0.069,0,0.137,0,93.96,0.014,0.113,0.031,9,0.62,8,17,91,5,0.06,58.7,1.23,3.8
PEPPERS,0,1.082,0.023,0.031,0.2,0.051,0,0.108,0,94.7,0.012,0.097,0.026,8,0.52,7,13,72,4,0.05,41.2,1.08,3.4
PEPPERS,0,1.082,0.023,0.031,0.2,0.051,0,0.108,0,94.7,0.012,0.099,0.027,8,0.52,7,13,72,240,0.05,41.2,1.08,3.4
PEPPERS,6,0.954,0.244,0.109,0,0.056,0,0.364,0,78.95,2.287,5.719,1.557,7,0.47,12,23,193,21,0.15,162.8,3.09,16.4
SESBANIA FLOWER,0,0.25,0,0.043,0.7,0.048,0,0,0,93.3,0,0,0,22,0.56,12,21,107,247,0,37,0,0
SOYBEANS,0,1.092,0.743,0.053,0.6,0.205,0,0.105,0,79.45,1.009,2.513,0.617,59,1.31,60,135,355,246,1.04,8.3,0.21,33
SOYBEANS,0,1.1,1.186,0.19,0.6,0.42,0,0.168,0,67.2,0,0,0,82,0.4,96,216,567,250,2.1,12,0,0
DOCK,0,0.411,0.036,0.086,0.9,0.034,0,0.1,0,93.6,0,0,0,38,2.08,89,52,321,239,0.17,26.3,0,0
LENTILS,0,1.2,0.571,0.09,0.6,0.22,0,0.164,0,68.7,0.095,0.201,0.053,14,3.1,35,153,284,246,1.6,12.6,0,0
MOUNTAIN YAM,0,0.13,0.48,0.014,0.9,0.086,0,0.209,0,77.14,0.003,0.036,0.018,8,0.43,10,40,495,248,0.32,0,0,0
TREE FERN,0,3.5,0.063,0.3,0.9,0,0,0.179,0,88.6,0,0,0,8,0.16,5,4,5,241,0.31,30,0,0
POTATOES,0,0.763,0.127,0.077,0.5,0.079,0,0.01,40,77.48,2.041,1.363,1.284,35,0.19,19,60,145,263,0.24,6,0,0
POTATOES,0,0.67,0.12,0.05,0.5,0.111,0,0.009,42,76.3,2.307,1.551,1.46,49,0.22,18,56,233,332,0.18,9.7,0,0
PEPPERS,0,7.4,0.488,1.2,3.7,1.2,0,2.223,0,2,0.202,1.607,0.447,134,10.4,188,327,3170,193,2.41,1900,4,114.2
BEANS,10,0.201,0.129,0.056,0.4,0.015,0,0.037,0,93.3,0.004,0.051,0.022,26,0.9,13,19,109,251,0.29,4.8,0.29,9.9
BEANS,0,0.201,0.129,0.056,0.4,0.015,0,0.037,0,93.3,0.004,0.051,0.022,26,0.9,13,19,109,2,0.29,4.8,0.29,9.9
POTATOES,0,1.075,0.467,0.043,0.8,0.085,0.07,0.222,34,75.64,0.851,0.16,2.078,24,0.26,18,46,286,317,0.28,6,0.12,2
No Category,12,1.426,0.046,0.132,0.3,0.011,0,0.149,0,69.15,0.047,0.126,0.043,18,0.51,19,33,382,1114,0.26,15.1,1.46,2.8
PICKLES,3,0.099,0.05,0.029,0.1,0.027,0,0.023,0,94.33,0.002,0.056,0.036,42,0.37,7,12,92,875,0.11,0.8,0.09,39
PICKLES,3,0.115,0.051,0.03,0,0.025,0,0.024,0,76.2,0.004,0.106,0.067,61,0.25,7,18,100,457,0.12,0.7,0.36,47.1
PICKLES,4,0,0.038,0.01,0,0,0,0.009,0,94.08,0.003,0.081,0.052,0,0.4,4,14,23,1208,0.02,1,0.09,47
PIMENTO,6,0.615,0.01,0.06,0.2,0.017,0,0.215,0,93.1,0.02,0.161,0.045,6,1.68,6,17,158,14,0.19,84.9,0.69,8.3
PICKLE RELISH,0,0.5,0.007,0.04,0,0.04,0,0.015,0,71.65,0.227,0.11,0.044,5,1.25,19,40,78,1091,0.21,1,0,0
PICKLE RELISH,5,0.233,0.007,0.033,0,0,0,0.015,0,62.07,0.209,0.122,0.054,3,0.87,5,14,25,811,0.14,1,0.58,83.8
PICKLES,4,0,0.038,0.01,0,0,0,0.009,0,94.08,0.003,0.081,0.052,0,0.4,4,14,23,18,0.02,1,0.09,47
PICKLES,5,0.06,0.054,0.029,0,0.014,0,0.013,0,91.67,0.003,0.077,0.05,9,0.53,11,21,116,18,0.14,1.9,0,66.1
PICKLES,4,0.174,0.12,0.032,0,0.009,0,0.015,0,65.26,0.004,0.106,0.067,4,0.59,4,12,32,18,0.08,1.2,0.53,76.7
CATSUP,12,1.426,0.046,0.132,0.3,0.011,0,0.149,0,69.15,0.047,0.126,0.043,18,0.51,19,33,382,20,0.26,15.1,1.46,2.8
MUSHROOMS,48,5.903,1.067,0.162,2.2,0.179,0,0.081,0,88.54,0,0,0,1,1.09,16,109,368,3,0.61,0,0.01,0
PEPPERS,0,0.89,0.168,0.025,0.3,0.028,0,0.168,0,92.02,0,0,0.031,11,0.46,12,24,212,2,0.17,183.5,0,0
RADICCHIO,11,0.255,0.269,0.028,0.9,0.016,0,0.057,0,93.14,0.01,0.11,0.06,19,0.57,13,40,302,22,0.62,8,2.26,255.2
SQUASH,0,0.705,0.367,0.036,0.3,0.042,0,0.142,0,92.73,0.031,0.169,0.083,21,0.79,33,93,459,3,0.83,34.1,0,0
TOMATILLOS,8,1.85,0.15,0.035,0.5,0.044,0,0.056,0,91.63,0.155,0.417,0.139,7,0.62,20,39,268,1,0.22,11.7,0.38,10.1
TOMATOES,105,9.05,2.087,0.489,5.5,0.528,0,0.332,0,14.56,0.487,1.115,0.426,110,9.09,194,356,3427,2095,1.99,39.2,0.01,43
TOMATOES,0,3.63,0.479,0.383,3,0.193,0,0.319,0,53.83,8.663,2.06,1.893,47,2.68,81,139,1565,266,0.78,101.8,0,0
FENNEL,0,0.64,0.232,0.032,0.7,0.01,0,0.047,0,90.21,0,0,0,49,0.73,17,50,414,52,0.2,12,0,0
PICKLE RELISH,0,0.617,0.007,0.042,0,0.02,0,0.015,0,61.12,0.269,0.131,0.052,4,1.14,7,17,76,1096,0.11,2.3,0,0
ARUGULA,15,0.305,0.437,0.086,0.3,0.044,0,0.073,0,91.71,0.049,0.319,0.086,160,1.46,47,52,369,27,0.47,15,0.43,108.6
CARROTS,8,0.556,0.401,0.036,0.9,0.03,0,0.105,0,90.35,0.007,0.065,0.023,32,0.89,10,28,237,78,0.17,2.6,0,9.4
HEARTS OF PALM,0,0.437,0.126,0.057,0.7,0.011,0,0.022,0,90.2,0.103,0.202,0.13,58,3.13,38,65,177,426,1.15,7.9,0,0
PEPPERS,84,8.669,0.956,1.205,3.5,0.081,0,0.81,0,7.15,0.468,3.079,0.813,45,6.04,88,159,1870,91,1.02,31.4,3.14,108.2
NOPALES,7,0.41,0.167,0.041,0.7,0.012,0,0.07,0,94.12,0.018,0.05,0.016,164,0.59,52,16,257,21,0.25,9.3,0,5.3
NOPALES,7,0.296,0.15,0.04,0.7,0.011,0,0.067,0,94.31,0.007,0.021,0.006,164,0.5,47,16,195,20,0.21,5.3,0,5.1
CAULIFLOWER,57,0.734,0.696,0.102,0.6,0.08,0,0.222,0,89.79,0.028,0.133,0.047,33,0.73,20,62,300,23,0.64,88.1,0.04,20.2
CAULIFLOWER,0,0.681,0.681,0.1,0.8,0.07,0,0.206,0,89.47,0.029,0.137,0.049,32,0.72,19,57,278,23,0.63,72.6,0,0
CAULIFLOWER,0,0.681,0.681,0.1,0.8,0.07,0,0.206,0,89.47,0.029,0.137,0.049,32,0.72,19,57,278,259,0.63,72.6,0,0
BROCCOLI,25,0.437,0.159,0.146,1.3,0.095,0,0.07,0,93.54,0.05,0.33,0.11,100,0.56,18,41,261,7,0.39,28.2,0.48,84.8
CABBAGE,0,0.466,0.035,0.025,0.4,0.005,0,0.037,0,96.33,0,0,0,29,0.74,8,19,87,11,0.14,3.2,0,0
LEMON GRASS (CITRONELLA),0,1.101,0.05,0.135,0.7,0.065,0,0.08,0,70.58,0.054,0.17,0.119,65,8.17,60,101,723,6,2.23,2.6,0,0
BEANS,0,2.249,0.225,0.29,0.8,0.133,0,0.104,0,72.6,0.104,0.342,0.118,37,1.55,33,129,332,25,1,3.7,0,0
GRAPE LEAVES,13,2.362,0.231,0.354,0.9,0.04,0,0.4,0,73.32,0.081,1.065,0.336,363,2.63,95,91,272,9,0.67,11.1,2,108.6
GRAPE LEAVES,0,4.505,4.274,0.364,0.9,0.064,0,0.136,0,76.1,0.076,0.989,0.312,289,2.98,14,34,29,2853,0.4,11.3,0,0
PEPPER,7,1.242,0.265,0.054,0.3,0.081,0,0.357,0,91.81,0.027,0.243,0.048,14,0.46,17,32,256,13,0.25,82.7,0.69,9.5
PEPPER,9,1.537,0.2,0.081,0.4,0.054,0,0.505,0,90.25,0.023,0.222,0.059,11,0.86,22,40,305,10,0.26,44.9,0.69,11.8
PEPPER,0,6.403,1.993,2.255,2.9,0.179,0,3.535,0,22.63,0.492,4.511,0.82,61,10.93,113,201,2411,43,1.42,2,0,0
PEPPERS,8,1.117,0.228,0.057,0.3,0.144,0,0.508,0,91.69,0.033,0.319,0.062,10,0.7,19,31,215,1,0.23,44.3,0.47,9.7
PEPPERS,0,0.627,0.084,0.03,0.3,0.01,0,0.12,0,93.25,0.017,0.153,0.028,36,1.33,4,11,113,397,0.09,34.2,0,0
PEPPERS,0,1.092,0.205,0.055,0.3,0.079,0,0.517,0,91.51,0.024,0.24,0.046,12,0.46,16,29,202,1,0.3,92.9,0,0
PEPPERS,0,7.175,1.591,3.197,3.2,0.172,0,4.228,0,14.84,0,0,0,97,9.83,130,267,2222,89,1.4,6.4,0,0
PICKLES,4,0,0.067,0.02,2,0,0,0.01,0,68.9,0.17,0.397,0.149,23,1.4,21,22,200,527,0.23,6,0.16,61.6
EPAZOTE,0,0.639,0.179,0.348,0.9,0.028,0,0.152,0,89.21,0,0,0,275,1.88,121,86,633,43,1.1,3.6,0,0
FIREWEED,0,4.674,1.356,0.137,0.9,0.033,0,0.632,0,70.78,0,0,0,429,2.4,156,108,494,34,2.66,2.2,0,0
MALABAR SPINACH,0,0.787,0.135,0.129,0.9,0.106,0,0.086,0,92.5,0,0,0,124,1.48,48,36,256,55,0.3,5.9,0,0
MUSHROOM,49,4.956,1.294,0.349,2.6,0.125,0,0.11,0,88.8,0.01,0.04,0.02,3,1.33,18,120,420,18,0.77,0,0,0
FUNGI,0,6.267,0.481,0.844,43.4,0.015,0,0.112,0,14.8,0,0,0,159,5.88,83,184,754,35,1.32,0,0,0
MUSHROOMS,0,0.224,0.412,0.07,15.2,0.013,0,0.014,0,89.88,0.012,0.263,0.089,10,1.43,7,61,78,384,0.67,0,0,0
WASABI,0,0.743,0.203,0.114,0,0.131,0,0.274,0,69.11,0,0,0,128,1.03,69,80,568,17,1.62,41.9,0,0
YAUTIA (TANNIER),0,0.667,0.209,0.04,0.7,0.097,0,0.237,0,73.06,0,0,0.082,9,0.98,24,51,598,21,0.5,5.2,0,0
MUSHROOMS,30,5.35,1.96,0.431,18,0.06,0,0.049,0,88.52,0.02,0.28,0.06,6,0.33,14,127,488,17,0.73,0,0,0
MUSHROOMS,0,6.585,0.27,0.242,2.2,0.146,0,0.056,0,90.53,0.03,0.09,0.03,1,0.3,10,74,204,1,0.75,0,0.01,0
FIDDLEHEAD FERNS,0,4.98,0,0.21,0,0.02,0,0,0,88.68,0,0,0,32,1.31,34,101,370,1,0.83,26.6,0,0
FIDDLEHEAD FERNS,0,3.26,0,0.13,0,0.014,0,0,0,88.91,0,0,0,24,0.73,19,58,129,0,0.71,17.8,0,0
BREADFRUIT SEEDS,0,0.438,0.877,0.301,0,0.482,0,0.32,0,56.27,0.712,2.977,1.509,36,3.67,54,175,941,25,0.9,6.6,0,0
BREADFRUIT SEEDS,0,5.3,0.816,0.17,0,0.29,0,0.298,0,59.3,0.293,1.225,0.621,61,0.6,50,124,875,23,0.83,6.1,0,0
BREADNUTTREE SEEDS,0,0.88,1.103,0.055,0,0.055,0,0.403,0,45,0.126,0.527,0.267,98,2.09,68,67,1183,31,1.13,27.4,0,0
BREADNUTTREE SEEDS,0,2.1,1.875,0.14,1.9,0.03,0,0.685,0,6.5,0.214,0.896,0.454,94,4.6,115,178,2011,53,1.91,46.6,0,0
CHIA SEEDS,0,0,0,0,0,0,0,0,0,4.9,2.115,23.335,3.176,631,0,0,948,160,19,3.49,0,0,0
COTTONSEED FLR,0,4.065,0.448,0.399,5.6,2.102,0,0.769,0,6.3,1.133,2.958,1.588,478,12.66,721,1597,1772,35,11.69,2.4,0,0
COTTONSEED FLR,0,4.039,0.445,0.396,0,2.089,0,0.764,0,6.9,0.221,0.577,0.31,474,12.58,716,1587,1761,35,11.61,2.4,0,0
COTTONSEED MEAL,0,4.286,0.472,0.42,0,2.217,0,0.811,0,1.2,0.861,2.248,1.207,504,13.35,760,1684,1869,37,12.32,2.5,0,0
LOTUS SEEDS,0,1.6,0.851,0.15,0,0.64,0,0.629,0,14.16,0.388,1.166,0.33,163,3.53,210,626,1368,5,1.05,0,0,0
PUMPKIN&SQUASH SD KRNLS,63,1.745,0.339,0.32,5.6,0.21,0,0.224,0,6.92,14.258,20.904,8.674,43,14.97,535,1174,807,18,7.46,1.9,0,51.4
PUMPKIN&SQUASH SD KRNLS,63,1.742,0.339,0.319,5.6,0.21,0,0.09,0,7.1,13.1,19.206,7.97,43,14.94,534,1172,806,18,7.44,1.8,0,47.2
SAFFLOWER SD KRNLS,0,2.284,4.03,0.415,0,1.163,0,1.17,0,5.62,4.848,28.223,3.682,78,4.9,353,644,687,3,5.05,0,0,0
SAFFLOWER SD MEAL,0,2.265,3.996,0.412,0,1.153,0,1.161,0,6.41,0.272,1.584,0.207,77,4.86,350,638,68,3,5.01,0,0,0
SESAME SEEDS,26,4.515,0.05,0.247,5.7,0.791,0,0.79,0,4.69,18.759,21.773,6.957,975,14.55,351,629,468,11,7.75,0,0.25,0
SESAME SEEDS,0,4.581,0.051,0.251,5.8,0.803,0,0.802,0,3.3,18.127,21.039,6.722,989,14.76,356,638,475,11,7.16,0,0,0
SESAME SD KRNLS,26,5.438,0.68,0.466,1.7,1.205,0,0.146,0,5,18.127,21.039,6.722,131,7.78,346,774,406,39,10.23,0,0.25,0
SESAME FLR,0,12.6,2.76,0.27,0,2.53,0,0.152,0,6.61,4.405,5.113,1.634,150,14.3,362,810,425,41,10.7,0,0,0
SESAME FLOUR,0,12.533,2.745,0.269,0,2.516,0,0.142,0,7.1,0.543,0.63,0.201,149,14.22,338,757,397,39,10,0,0,0
SESAME MEAL,0,12.816,2.807,0.275,0,2.573,0,0.146,0,5,18.127,21.039,6.722,153,14.55,346,774,406,39,10.23,0,0,0
SUNFLOWER SD KRNLS,55,8.335,1.13,0.355,53,1.48,0,1.345,0,4.73,18.528,23.137,4.455,78,5.25,325,660,645,9,5,1.4,33.23,0
SUNFLOWER SD KRNLS,55,7.042,7.042,0.246,79.3,0.106,0,0.804,0,1.2,9.505,32.884,5.219,70,3.8,129,1155,850,3,5.29,1.4,26.1,2.7
SUNFLOWER SD KRNLS,55,4.13,6.942,0.28,78.2,0.32,0,0.792,0,1.54,8.063,34.294,7.068,87,4.28,127,1139,483,3,5.21,1.1,36.33,3.1
SUNFLOWER SD KRNLS,0,4.198,7.056,0.285,0,0.325,0,0.805,0,1,10.841,37.507,5.953,57,6.81,129,1158,491,3,5.3,1.4,0,0
SUNFLOWER SD BUTTER,0,5.32,7.039,0.284,0,0.324,0,0.803,0,1.23,9.111,31.52,5.002,122,4.75,369,736,72,3,5.29,2.7,0,0
SUNFLOWER SD FLR,0,7.313,6.595,0.266,58.2,3.187,0,0.753,0,7.47,0.252,0.87,0.138,114,6.62,346,689,67,3,4.95,1.3,0,0
ACORNS,0,1.827,0.715,0.118,0,0.112,0,0.528,0,27.9,15.109,4.596,3.102,41,0.79,62,79,539,0,0.51,0,0,0
ACORNS,0,2.406,0.94,0.154,0,0.149,0,0.695,0,5.06,19.896,6.052,4.084,54,1.04,82,103,709,0,0.67,0,0,0
ACORN FLOUR,0,2.382,0.931,0.154,0,0.146,0,0.688,0,6,19.11,5.813,3.923,43,1.21,110,103,712,0,0.64,0,0,0
No Category,52,3.385,0.469,1.014,2.5,0.211,0,0.143,0,4.7,30.889,12.07,3.731,264,3.72,268,484,705,1,3.08,0,26.22,0
ALMONDS,52,3.66,0.311,0.56,2.8,0.2,0,0.12,0,4.47,32.287,12.054,3.89,216,3.72,275,480,687,28,3.12,0,24.71,0
ALMONDS,52,3.85,0.229,0.859,2.8,0.074,0,0.126,0,2.6,33.658,12.649,4.047,266,4.51,286,489,746,1,3.54,0,26,0
ALMONDS,52,3.665,0.229,0.781,2.8,0.092,0,0.118,0,2.8,34.793,13.519,4.208,291,3.68,274,466,699,1,3.07,0,25.97,0
No Category,28,1.422,0.113,0.414,4.2,0.082,0,0.036,0,14.08,18.012,5.821,2.629,172,1.6,130,258,314,9,1.48,0.1,13.54,0
BEECHNUTS,0,0.877,0.925,0.371,0,0.304,0,0.684,0,6.6,21.892,20.089,5.719,1,2.46,0,0,1017,38,0.36,15.5,0,0
BRAZILNUTS,29,0.295,0.184,0.035,1917,0.617,0,0.101,0,3.48,24.548,20.577,15.137,160,2.43,376,725,659,3,4.06,0.7,5.73,0
BUTTERNUTS,0,1.045,0.633,0.148,17.2,0.383,0,0.56,0,3.34,10.425,42.741,1.306,53,4.02,237,446,421,1,3.13,3.2,0,0
CASHEW NUTS,61,1.4,1.217,0.2,11.7,0.2,0,0.256,0,1.7,27.317,7.836,9.157,45,6,260,490,565,16,5.6,0,0.92,34.7
CASHEW NUTS,61,1.736,0.88,0.218,20.3,0.363,0,0.323,0,3.48,25.923,8.546,8.478,43,6.05,273,531,632,13,5.35,0.3,0.92,34.7
NUTS,0,1.062,0.864,0.058,19.9,0.423,0,0.417,0,5.2,23.797,7.845,7.783,37,6.68,292,593,660,12,5.78,0.5,0.9,34.1
CASHEW BUTTER,0,1.599,1.201,0.187,11.5,0.312,0,0.252,0,2.96,29.122,8.354,9.763,43,5.03,258,457,546,15,5.16,0,0,0
CHESTNUTS,0,0.8,0.555,0.18,0,0.16,0,0.41,0,43.95,0.581,0.288,0.164,18,1.41,84,96,447,3,0.87,36,0,0
CHESTNUTS,0,1.3,0.902,0.293,0,0.26,0,0.666,0,8.9,0.945,0.468,0.266,29,2.29,137,155,726,5,1.41,58.5,0,0
CHESTNUTS,0,0.548,0.381,0.123,0,0.11,0,0.281,0,61.57,0.399,0.197,0.112,12,0.97,58,66,306,2,0.6,24.7,0,0
CHESTNUTS,0,1.5,0.592,0.09,0,0.15,0,0.437,0,40.2,0.62,0.307,0.175,19,1.5,90,102,477,4,0.93,38.4,0,0
CHESTNUTS,0,1.179,0.509,0.168,0,0.238,0,0.376,0,48.65,0.78,0.894,0.425,27,1.01,32,93,518,3,0.52,43,0,0
CHESTNUTS,0,1.102,0.476,0.016,0,0.144,0,0.352,0,52,0.43,0.493,0.235,19,0.94,30,38,484,2,0.49,40.2,0,0
CHESTNUTS,0,0.85,0.897,0.36,1.8,0.295,0,0.663,0,9.45,1.535,1.758,0.837,67,2.38,74,175,986,37,0.35,15,0,0
CHESTNUTS,0,0.854,0.901,0.054,0,0.354,0,0.666,0,9,1.349,1.546,0.736,64,2.39,74,137,991,37,0.35,15.1,0,0
CHESTNUTS,0,0.731,0.316,0.104,0,0.148,0,0.233,0,68.15,0.476,0.545,0.26,46,1.73,54,99,715,27,0.25,26.7,0,0
COCONUT MEAT,12,0.54,0.3,0.02,10.1,0.066,0,0.054,0,46.99,1.425,0.366,29.698,14,2.43,32,113,356,20,1.1,3.3,0.24,0.2
COCONUT MEAT,22,0.603,0.8,0.1,18.5,0.06,0,0.3,0,3,2.745,0.706,57.218,26,3.32,90,206,543,37,2.01,1.5,0.44,0.3
COCONUT MEAT,19,0.697,0.14,0.015,16.1,0.015,0,0.03,0,15.46,1.377,0.222,26.396,11,1.51,51,100,361,285,0.71,0,0,0
COCONUT MEAT,0,0.305,0.633,0.02,0,0.03,0,0.237,0,23.27,1.348,0.347,28.101,14,1.84,49,103,324,20,1.59,0,0,0
COCONUT MEAT,0,0.616,0.817,0.102,0,0.061,0,0.306,0,1,1.999,0.514,41.678,27,3.39,92,211,554,37,2.05,1.5,0,0
COCONUT CRM,0,0.89,0.261,0,0,0.03,0,0.047,0,53.9,1.475,0.379,30.753,11,2.28,28,122,325,4,0.96,2.8,0,0
NUTS,7,0.038,0.163,0.04,5.5,0.022,0,0.029,0,28.97,0.679,0.159,15.472,4,0.13,17,22,101,36,0.6,0,0.13,0.1
COCONUT MILK,8,0.76,0.183,0,6.2,0.026,0,0.033,0,67.62,1.014,0.261,21.14,16,1.64,37,100,263,15,0.67,2.8,0.15,0.1
COCONUT MILK,8,0.637,0.153,0,0,0.022,0,0.028,0,72.88,0.907,0.233,18.915,18,3.3,46,96,220,13,0.56,1,0,0
No Category,1,0.08,0.043,0.057,1,0.03,0,0.032,0,94.99,0.008,0.002,0.176,24,0.29,25,20,250,105,0.1,2.4,0,0
No Category,46,1.8,0.918,0.113,2.4,0.643,0,0.563,0,5.31,45.652,7.92,4.464,114,4.7,163,290,680,0,2.45,6.3,15.03,14.2
HAZELNUTS OR FILBERTS,0,1.55,0.815,0.11,4.1,0.475,0,0.585,0,5.79,48.192,5.558,4.669,149,3.3,160,310,658,0,2.2,2,17.5,0
HAZELNUTS OR FILBERTS,0,2.05,0.923,0.123,4.1,0.338,0,0.62,0,2.52,46.608,8.463,4.511,123,4.38,173,310,755,0,2.5,3.8,15.28,0
GINKGO NUTS,0,6,0.16,0.09,0,0.22,0,0.328,0,55.2,0.619,0.618,0.319,2,1,27,124,510,7,0.34,15,0,0
GINKGO NUTS,0,11.732,1.345,0.176,0,0.43,0,0.641,0,12.4,0.739,0.737,0.381,20,1.6,53,269,998,13,0.67,29.3,0,0
GINKGO NUTS,0,3.623,0.097,0.054,0.5,0.133,0,0.198,0,72.95,0.599,0.597,0.309,4,0.29,16,54,180,307,0.21,9.1,0,0
HICKORYNUTS,0,0.907,1.746,0.131,8.1,0.867,0,0.192,0,2.65,32.611,21.886,7.038,61,2.12,173,336,436,1,4.31,2,0,0
MACADAMIA NUTS,0,2.473,0.758,0.162,3.6,1.195,0,0.275,0,1.36,58.877,1.502,12.061,85,3.69,130,188,368,5,1.3,1.2,0.54,0
MACADAMIA NUTS,45,2.274,0.603,0.087,11.7,0.71,0,0.359,0,1.61,59.275,1.498,11.947,70,2.65,118,198,363,4,1.29,0.7,0.57,0
MIXED NUTS,0,4.7,1.205,0.2,0,0.2,0,0.296,0,1.75,31.395,10.768,6.899,70,3.7,225,435,597,12,3.8,0.4,0,0
MIXED NUTS,0,5.061,1.248,0.222,0,0.498,0,0.24,0,2.03,31.695,13.299,8.725,108,3.21,235,464,581,11,5.08,0.5,0,0
MIXED NUTS,0,1.964,0.962,0.486,0,0.504,0,0.18,0,3.15,33.137,11.449,9.087,106,2.57,251,449,544,11,4.66,0.5,0,0
FORMULATED,0,1.5,0.31,0.3,0,0.3,0,0.394,0,2.5,23.545,22.714,8.701,26,2.4,58,371,318,505,2.94,0.1,0,0
No Category,40,1.167,0.863,0.13,3.8,0.66,0,0.21,0,3.52,40.801,21.614,6.18,70,2.53,121,277,410,0,4.53,1.1,1.4,3.5
PECANS,0,1.167,0.703,0.107,4,0.45,0,0.187,0,1.12,43.957,20.572,6.283,72,2.8,132,293,424,1,5.07,0.7,1.3,0
PECANS,0,1.2,0.737,0.11,6,0.473,0,0.187,0,1.13,40.97,23.584,7.238,67,2.47,121,263,392,1,4.47,0.7,2.53,0
PILINUTS-CANARYTREE,0,0.519,0.479,0.093,0,0.913,0,0.115,0,2.77,37.229,7.605,31.184,145,3.53,302,575,507,3,2.97,0.6,0,0
NUTS,56,4.387,0.313,0.227,0.7,0.364,0,0.094,0,2.28,18.764,34.071,4.899,16,5.53,251,575,597,2,6.45,0.8,9.33,53.9
PINE NUTS,0,4.37,0.21,0.223,0,1.243,0,0.111,0,5.9,22.942,25.668,9.377,8,3.06,234,35,628,72,4.28,2,0,0
PISTACHIO NUTS,0,1.3,0.52,0.16,7,0.87,0,1.7,0,3.97,23.319,13.455,5.44,107,4.15,121,490,1025,1,2.2,5,2.3,0
PISTACHIO NUTS,71,1.425,0.513,0.158,9.3,0.84,0,1.274,0,1.99,24.216,13.899,5.555,110,4.2,120,485,1042,10,2.3,2.3,1.93,13.2
WALNUTS,32,0.47,1.66,0.13,17,0.057,0,0.583,0,4.56,15.004,35.077,3.368,61,3.12,201,513,523,2,3.37,1.7,1.8,2.7
