Category,Choline,Vitamin B3,Vitamin B5,Vitamin B2,Selenium,Vitamin B1,Vitamin B12,Vitamin B6,Retinol,Water,Monosaturated Fat,Polysaturated Fat,Saturated Fat,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,.Zinc,Vitamin C,Vitamin E,Vitamin K
WALNUTS,39,1.125,0.57,0.15,4.9,0.341,0,0.537,0,4.07,8.933,47.174,6.126,98,2.91,158,346,441,2,3.09,1.3,0.7,2.7
BREADFRUIT SEEDS,0,7.4,1.009,0.24,0,0.41,0,0.42,0,49.7,0.344,1.438,0.729,86,0.9,62,175,1082,28,1.03,7.6,0,0
COTTONSEED KRNLS,0,3,0.456,0.255,0,0.75,0,0.782,0,4.65,6.919,18.068,9.699,100,5.4,440,800,1350,25,6,9,0,0
PUMPKIN&SQUASH SEEDS,0,0.286,0.056,0.052,0,0.034,0,0.037,0,4.5,6.032,8.844,3.67,55,3.31,262,92,919,18,10.3,0.3,0,0
SESAME BUTTER,26,5.45,0.693,0.473,1.7,1.22,0,0.149,0,3.05,20.302,23.564,7.529,426,8.95,95,732,414,115,4.62,0,0.25,0
CHESTNUTS,2,1.342,0.554,0.175,1.2,0.243,0,0.497,0,40.48,0.759,0.869,0.414,29,0.91,33,107,592,2,0.57,26,0.5,7.8
SESAME BUTTER,0,6.7,0.052,0.2,5.9,0.24,0,0.816,0,1.6,19.209,22.296,7.124,960,19.2,362,659,582,12,7.29,0,0,0
SESAME FLOUR,0,13.369,2.928,0.286,0,2.684,0,0.152,0,0.9,14.01,16.261,5.196,159,15.17,361,807,423,41,10.67,0,0,0
SESAME BUTTER,0,5.644,0.694,0.12,0,1.587,0,0.149,0,3,21.313,24.737,7.904,141,6.35,353,790,459,1,10.45,0,0,0
WATERMELON SD KRNLS,0,3.55,0.346,0.145,0,0.19,0,0.089,0,5.05,7.407,28.094,9.779,54,7.28,515,755,648,99,10.24,0,0,0
CHESTNUTS,0,3.5,0.481,0.38,0,0.802,0,0.659,0,9.96,0.65,0.322,0.183,72,3.38,115,169,768,34,2.57,61.3,0,0
COCONUT MILK,0,0.671,0.161,0,0,0.023,0,0.03,0,71.42,0.885,0.228,18.445,4,0.81,32,59,232,12,0.59,1.1,0,0
COCONUT MEAT,0,0.611,0.811,0.101,0,0.061,0,0.304,0,1.67,2.939,0.756,61.257,26,3.36,92,209,551,37,2.04,1.5,0,0
COCONUT MEAT,19,0.474,0.722,0.02,16.7,0.031,0,0.271,0,12.55,1.51,0.388,31.468,15,1.92,50,107,337,262,1.82,0.7,0.39,0.3
SISYMBRIUM SP. SEEDS,0,16.825,0.997,0.423,0,0.191,0,0.778,0,6.1,1.486,2.023,0.902,1633,0.11,314,6,2130,92,0.3,30.7,0,0
ALMOND BUTTER,0,2.875,0.259,0.611,0,0.133,0,0.076,0,1,38.374,12.402,5.602,270,3.7,303,523,758,11,3.05,0.7,0,0
SESAME BUTTER,0,5.925,0.694,0.51,0,1.283,0,0.149,0,3,18.127,21.039,6.722,420,2.51,96,752,414,74,4.64,0,0,0
FORMULATED,0,1,0.308,0.2,0,0.2,0,0.261,0,3.1,23.521,21.867,8.482,20,2,58,301,261,47,2.92,0.1,0,0
FORMULATED,0,1.5,0.312,0.3,0,0.4,0,0.348,0,2,25.722,24.284,9.37,22,2.6,59,366,320,91,2.96,0.1,0,0
SESAME SD KRNLS,26,5.8,0.29,0.09,97.5,0.699,0,0.4,0,3.75,23.924,25.491,9.055,60,6.36,345,667,370,47,6.73,0,1.68,0
CHESTNUTS,0,1.5,0.206,0.163,0,0.344,0,0.283,0,61.41,0.278,0.138,0.078,31,1.45,49,72,329,14,1.1,26.3,0,0
CHESTNUTS,0,0.543,0.075,0.059,0,0.125,0,0.102,0,86.03,0.101,0.05,0.028,11,0.53,18,26,119,5,0.4,9.5,0,0
CHESTNUTS,0,0.7,0.466,0,0,0.45,0,0.418,0,49.9,0.419,0.207,0.118,35,2.1,64,93,427,19,1.43,28,0,0
LOTUS SEEDS,0,0.429,0.228,0.04,0,0.171,0,0.168,0,77,0.104,0.312,0.088,44,0.95,56,168,367,1,0.28,0,0,0
ALMONDS,0,2.819,0.258,0.953,0,0.114,0,0.085,0,1.7,32.402,10.472,4.73,263,2.83,240,400,560,130,2.6,0.7,0,0
SEEDS,79,3.08,0.985,0.161,25.4,1.644,0,0.473,0,6.96,7.527,28.73,3.663,255,5.73,392,642,813,30,4.34,0.6,0.31,4.3
PUMPKIN&SQUASH SD KRNLS,63,1.742,0.339,0.319,5.6,0.21,0,0.09,0,7.1,13.1,19.206,7.97,43,14.94,534,1172,806,575,7.44,1.8,0,47.2
SESAME SD KRNLS,26,5.438,0.68,0.466,1.7,1.205,0,0.146,0,5,18.127,21.039,6.722,131,7.78,346,774,406,588,10.23,0,0.25,0
SUNFLOWER SD KRNLS,55,7.042,7.042,0.246,79.3,0.106,0,0.804,0,1.2,9.505,32.884,5.219,70,3.8,129,1155,850,410,5.29,1.4,26.1,2.7
SUNFLOWER SD KRNLS,55,4.13,6.942,0.28,78.2,0.32,0,0.792,0,1.54,8.063,34.294,7.068,87,4.28,127,1139,483,410,5.21,1.1,36.33,3.1
SUNFLOWER SD KRNLS,0,4.198,7.056,0.285,62.2,0.325,0,0.805,0,1,10.841,37.507,5.953,57,6.81,129,1158,491,613,5.3,1.4,0,0
SUNFLOWER SD BUTTER,0,5.32,7.039,0.284,0,0.324,0,0.803,0,1.23,9.111,31.52,5.002,122,4.75,369,736,72,520,5.29,2.7,0,0
ALMONDS,52,3.85,0.229,0.859,2.8,0.074,0,0.126,0,2.6,33.658,12.649,4.047,266,4.51,286,489,746,339,3.54,0,26,0
ALMONDS,52,3.665,0.229,0.781,2.8,0.092,0,0.118,0,2.8,34.793,13.519,4.208,291,3.68,274,466,699,339,3.07,0,25.97,0
CASHEW NUTS,61,1.4,1.217,0.2,11.7,0.2,0,0.256,0,1.7,27.317,7.836,9.157,45,6,260,490,565,640,5.6,0,0.92,34.7
CASHEW NUTS,61,1.736,0.88,0.218,20.3,0.363,0,0.323,0,2.34,25.923,8.546,8.478,43,6.05,273,531,632,308,5.35,0.3,0.92,34.7
CASHEW BUTTER,61,1.599,1.201,0.187,11.5,0.312,0,0.252,0,2.96,29.122,8.354,9.763,43,5.03,258,457,546,614,5.16,0,0.92,34.7
MACADAMIA NUTS,45,2.274,0.603,0.087,11.7,0.71,0,0.359,0,1.61,59.275,1.498,11.947,70,2.65,118,198,363,265,1.29,0.7,0.57,0
MIXED NUTS,54,4.7,1.205,0.2,7.5,0.2,0,0.296,0,1.75,31.395,10.768,6.899,70,3.7,225,435,597,669,3.8,0.4,10.94,12.9
NUTS,53,5.061,1.248,0.222,140.9,0.498,0,0.24,0,2.03,31.695,13.299,8.725,108,3.21,235,464,581,419,5.08,0.5,8.3,8.4
MIXED NUTS,51,1.964,0.962,0.486,421.5,0.504,0,0.18,0,3.15,33.137,11.449,9.087,106,2.57,251,449,544,306,4.66,0.5,8.2,17.9
PECANS,0,1.167,0.703,0.107,4,0.45,0,0.187,0,1.12,43.957,20.572,6.283,72,2.8,132,293,424,383,5.07,0.7,1.3,0
PECANS,0,1.2,0.737,0.11,6,0.473,0,0.187,0,1.13,40.97,23.584,7.238,67,2.47,121,263,392,393,4.47,0.7,2.53,0
PISTACHIO NUTS,71,1.425,0.513,0.158,9.3,0.84,0,1.274,0,2.03,24.216,13.899,5.555,110,4.2,120,485,1042,405,2.3,2.3,1.93,13.2
PUMPKIN&SQUASH SEEDS,39,0.286,0.056,0.052,0,0.034,0,0.037,0,4.5,6.032,8.844,3.67,55,3.31,262,92,919,575,10.3,0.3,0,0
ALMOND BUTTER,52,2.875,0.259,0.611,4.9,0.133,0,0.076,0,1,38.374,12.402,5.602,270,3.7,303,523,758,450,3.05,0.7,26,0
SESAME BUTTER,0,5.64,0,0.12,1.7,1.59,0,0.15,0,3,20.016,23.232,7.423,141,4.42,95,790,459,35,4.62,4.2,0,0
BEEF,65,6.703,0.678,0.124,21.1,0.052,1.27,0.651,0,73.42,0.995,0.108,1.032,9,1.85,23,212,342,55,3.61,0,0.22,0.9
BEEF,0,3.54,0.32,0.16,18.1,0.08,2.67,0.33,0,57.26,10.47,0.92,9.75,8,1.83,17,154,267,59,3.57,0,0,0
BEEF,0,3.54,0.32,0.17,15.9,0.08,2.69,0.33,0,58.21,9.82,0.86,9.16,8,1.85,17,156,271,59,3.59,0,0,0
BEEF,0,1.437,0.163,0.037,6.6,0.03,0.73,0.108,0,20.21,30.94,2.56,29.45,26,0.72,5,61,96,26,0.82,0,0,3.4
BEEF,56,1.528,0.221,0.046,8.3,0.03,0.9,0.14,0,18.58,30.45,2.66,28.5,19,1.08,6,64,99,23,1.24,0,0,3.1
BEEF,86,3.94,0.35,0.17,16.4,0.1,2.43,0.42,0,70.29,3.46,0.23,2.59,5,1.92,23,201,330,79,4.31,0,0.32,1.3
BEEF,67,4.818,0.576,0.154,14.2,0.049,1.97,0.355,0,67.13,4.8,0.532,5.335,12,1.99,19,175,289,68,4.55,0,0.35,1.1
BEEF,110,4.175,0.572,0.158,28.1,0.063,1.92,0.285,0,53.39,7.481,0.642,6.888,17,2.4,19,180,237,49,6.92,0,0.5,1.8
BEEF,89,6.842,0.619,0.09,23.3,0.056,1.18,0.571,0,69.46,3.38,0.32,3.443,27,1.55,22,193,330,54,3.81,0,0.33,1.3
BEEF,105,7.471,0.542,0.121,28.9,0.069,1.82,0.549,0,63.33,3.751,0.364,3.84,18,1.8,22,201,326,53,4.79,0,0.39,1.4
BEEF,91,7.353,0.647,0.106,25.4,0.06,1.18,0.596,0,68.72,2.477,0.245,2.612,28,1.62,23,204,340,57,4.12,0,0.31,1.2
BEEF,107,4.6,0.38,0.19,30.8,0.14,3.41,0.36,0,57.27,5.44,0.39,5.54,6,3.47,24,267,351,72,6.05,0,0.14,1.6
BEEF,106,8.208,0.546,0.142,31.2,0.074,1.74,0.579,0,64.06,3.279,0.329,3.452,15,1.84,23,211,338,56,5.11,0,0.38,1.4
BEEF,0,3.23,0.29,0.13,16.5,0.08,3.11,0.36,0,58.03,9.58,0.77,9,10,1.87,18,168,305,56,3.85,0,0,0
BF,0,7.209,0.523,0.117,28.9,0.066,1.75,0.53,0,55.87,6.863,0.622,6.506,18,1.8,22,201,326,53,4.79,0,0.47,1.7
BEEF,0,3.74,0.34,0.15,17.1,0.09,3.57,0.42,0,68.7,3.56,0.27,3.23,10,2.18,22,196,373,63,4.66,0,0,0
BEEF,0,8.521,0.567,0.148,33.6,0.077,1.8,0.601,0,61.3,3.595,0.332,3.43,16,1.98,25,227,363,60,5.49,0,0.41,1.5
BEEF,0,2.556,0.241,0.118,14.2,0.071,2.56,0.3,0,48.29,16.39,1.32,15.76,9,1.55,14,137,232,49,3.16,0,0,0
BEEF,82,2.452,0.252,0.15,20.8,0.05,2.62,0.22,0,35.72,18.88,1.53,17.8,12,2.31,15,162,224,50,4.88,0,0.29,2.4
BEEF,0,3.412,0.32,0.154,14.4,0.094,3.39,0.39,0,69.38,4.38,0.38,4.33,8,2.16,22,190,357,65,4.78,0,0,0
BEEF,117,3.208,0.337,0.202,22.1,0.065,3.46,0.28,0,50.15,7.98,0.55,7.74,11,3.36,22,235,313,58,7.8,0,0.14,1.9
BEEF,123,4.496,0.634,0.206,29.3,0.061,2.62,0.313,0,58.42,3.975,0.341,3.638,17,2.75,21,191,254,52,7.23,0,0.44,1.6
USDA CMDTY,64,4.33,0.125,0.168,9.1,0.024,1.66,0.168,0,61.19,7.89,0.865,8.59,10,2.23,16,140,227,187,4.87,0,1.96,9.6
BEEF,75,5.305,0.545,0.176,21.5,0.03,2.65,0.435,0,53.91,9.358,0.636,8.805,11,2.42,19,174,305,77,4.84,0,0,2.3
BEEF,0,3.55,2.01,0.199,21.3,0.092,9.51,0.226,0,76.29,1.89,1.586,2.3,43,2.55,13,362,274,126,1.02,10.7,0.99,0
BEEF,0,3.78,0.57,0.26,26,0.13,15.2,0.39,0,70.75,3.98,2.31,3.74,9,2.22,15,386,354,158,1.35,3.3,0,0
BEEF,491,3.62,1.21,0.217,21.8,0.069,10.1,0.143,0,74.86,1.882,1.632,2.394,9,2.3,12,335,244,108,1.09,10.5,1.67,0.1
BEEF,0,7.53,1.79,0.906,21.8,0.238,8.55,0.279,0,77.11,1.137,0.546,1.383,7,4.31,21,212,287,98,1.7,2,0.22,0
BEEF,229,6.68,1.6,1.21,38.9,0.101,10.8,0.245,0,65.67,1.011,0.985,1.404,5,6.38,21,254,219,59,2.87,0,0.29,0.5
BEEF,0,8.03,3.97,2.84,141,0.357,27.5,0.665,419,77.89,0.586,0.545,0.868,13,4.6,17,257,262,182,1.92,9.4,0.22,0
BEEF,513,3.92,1.56,2.97,168,0.16,24.9,0.391,0,66.88,0.711,0.827,1.066,19,5.8,12,304,135,94,2.84,0,0.08,0
BEEF,333,13.175,7.173,2.755,39.7,0.189,59.3,1.083,4948,70.81,0.479,0.481,1.233,5,4.9,18,387,313,69,4,1.3,0.38,3.1
BEEF,426,17.525,7.11,3.425,36.1,0.194,70.58,1.017,9428,58.81,0.647,0.639,1.696,6,6.54,21,497,352,79,5.3,1.9,0.51,3.3
BEEF,418,17.475,6.943,3.425,32.8,0.177,83.13,1.027,7728,62.01,0.653,0.602,1.493,6,6.17,22,485,351,77,5.23,0.7,0.46,3.9
BEEF,0,4,1,0.23,44.3,0.047,3.81,0.04,14,79.38,0.64,0.34,0.86,10,7.95,14,224,340,198,1.61,38.5,0,0
BEEF,0,2.492,0.623,0.143,50.3,0.035,2.59,0.02,12,76.4,0.95,0.51,1.27,11,5.4,10,178,173,101,1.64,32.7,0,0
BEEF,0,2.546,0.279,0.118,20.7,0.072,2.56,0.29,0,59.39,8.44,0.76,11.78,485,5.67,17,324,277,57,3.58,0,0,0
BEEF,0,4.45,3.9,0.445,24.7,0.14,14,0.2,0,65.2,6.44,3.47,6.41,9,2.22,18,327,276,67,2.58,13.7,0,0
BEEF,0,3.97,4.248,0.485,48.5,0.18,16.6,0.18,0,55.6,5.93,3.2,5.9,16,2.61,21,453,246,60,4.6,20.3,0,0
BEEF,0,8.4,1.081,0.37,62.2,0.05,5.68,0.07,0,77.2,0.78,0.22,1,9,44.55,22,296,429,85,2.11,45.5,0,0
BEEF,0,5.567,0.876,0.3,91.4,0.048,5.02,0.04,0,69.98,1.12,0.31,1.39,12,39.36,19,305,284,57,2.79,50.3,0,0
BEEF,6,0.259,0.025,0.013,0.2,0.007,0.27,0.03,0,4,31.52,3.17,52.3,2,0.17,1,15,16,7,0.22,0,1.5,3.6
BEEF,0,3.452,3.026,0.345,18.1,0.109,2.13,0.16,0,67.8,7.05,3.8,7.01,7,2.1,14,393,360,96,2.06,34,0,0
BEEF,0,1.84,1.972,0.225,21.6,0.084,1.51,0.08,0,52.83,8.64,4.66,8.61,10,1.49,10,364,433,116,2.2,30.2,0,0
BEEF,0,4.24,0.653,0.34,9.4,0.125,3.79,0.31,0,64.53,7.24,0.9,7,6,2.95,16,133,315,69,2.87,3.1,0,0
BEEF,155,3.49,0.745,0.294,13.2,0.022,3.13,0.155,0,57.87,10.102,0.746,8.125,5,2.61,15,145,184,65,4.09,1.3,0.3,1.2
BEEF,195,0.881,0.227,0.064,12.5,0,1.39,0.014,0,84.16,1.533,0.18,1.291,69,0.59,13,64,67,97,1.42,0,0.09,0
BEEF,69,4.583,0.354,0.154,13,0.039,2.71,0.246,0,56,11.038,0.488,11.538,12,1.86,16,133,233,68,3.63,0,0.21,1.7
BEEF,124,4.926,0.641,0.217,32.3,0.065,2.53,0.323,0,59.18,3.436,0.282,3.053,14,2.83,21,198,256,52,7.61,0,0.43,1.5
BEEF,0,2.97,0.217,0.12,25.9,0.06,1.64,0.17,0,45.2,18.68,2.19,15.95,4,1.23,11,100,153,955,2.39,24,0,0
BEEF,119,6.47,0.343,0.26,26.8,0.09,3.45,0.31,0,26.2,16.85,1.58,14.35,9,3.14,27,236,412,2253,6.37,0,0.29,2.8
BEEF,0,3.66,0.57,0.157,19,0.043,1.78,0.29,0,66.56,7.18,0.53,4.73,7,1.69,14,117,297,1217,2.85,27,0,0
BEEF,69,3.03,0.42,0.17,32.8,0.026,1.63,0.23,0,59.79,9.22,0.67,6.34,8,1.86,12,125,145,1134,4.58,0,0.16,1.5
BEEF,89,2.43,0.626,0.147,42.9,0.02,1.62,0.13,0,57.72,5.96,0.63,6.18,12,2.08,14,111,136,1006,3.57,0,0.15,1.6
BEEF,0,5.164,0.566,0.163,32.4,0.065,1.59,0.386,0,53.8,0.84,0.07,0.95,8,2.42,19,181,235,2790,4.93,0,0.38,1.3
BEEF,0,4.838,0.687,0.291,16.4,0.145,5.14,0.25,0,74.6,1.45,0.17,1.41,10,3.45,18,139,402,1322,3.55,0,0,0
BEEF,82,4.26,0.265,0.161,17.7,0.052,1.87,0.221,0,69.53,2.118,0.145,2.681,10,2.22,17,175,210,885,4.98,0.3,0.12,0.7
BEEF,0,3.19,0.188,0.14,14.6,0.05,1.86,0.11,0,53.56,12.97,1.05,11.44,7,1.76,13,105,176,1131,2.8,0,0,0
BEEF,0,4.577,0.59,0.175,19.7,0.083,1.73,0.35,0,68.93,1.83,0.23,1.81,8,2.85,21,181,377,1258,3.93,0,0,0
BEEF,83,5.27,0.59,0.19,28.2,0.08,2.57,0.34,0,58.1,1.68,0.2,1.65,11,2.7,19,168,429,1439,3.98,0,0,0
BEEF,104,3.68,0.36,0.22,20.7,0.08,2.51,0.33,0,53.93,7.41,0.63,6.85,9,2.73,23,211,323,62,6.06,0,0.18,1.7
BEEF,0,3.67,0.35,0.22,20.5,0.08,2.5,0.32,0,53.22,7.91,0.67,7.31,9,2.72,23,210,322,62,6.02,0,0,0
BEEF,0,3.69,0.36,0.22,20,0.08,2.52,0.33,0,54.84,6.78,0.57,6.27,9,2.75,23,212,325,63,6.11,0,0,0
BEEF,114,4,0.39,0.24,21.3,0.09,2.64,0.35,0,59.33,3.9,0.32,3.54,8,2.99,26,231,355,66,6.78,0,0.14,1.5
BEEF,0,4.01,0.39,0.24,21.2,0.09,2.65,0.36,0,58.83,4.26,0.35,3.87,8,2.99,26,231,355,66,6.77,0,0,0
BEEF,0,4,0.39,0.24,20.6,0.09,2.64,0.35,0,60.05,3.4,0.28,3.09,8,2.99,26,231,354,66,6.8,0,0,0
BEEF,102,3.37,0.32,0.2,23.3,0.07,2.45,0.27,0,51.54,8.68,0.67,7.53,7,2.53,21,216,259,65,5.96,0,0.19,1.8
BEEF,113,3.71,0.36,0.22,24.5,0.07,2.6,0.29,0,57.71,4.65,0.3,3.63,6,2.81,23,241,285,70,6.89,0,0.14,1.6
BEEF,125,4.667,0.649,0.195,30.9,0.067,2.43,0.322,0,58.9,3.444,0.296,3.152,19,2.76,21,200,264,54,7.61,0,0.44,1.6
BEEF,127,4.84,0.654,0.208,34,0.067,2.42,0.318,0,59.55,2.978,0.244,2.647,16,2.82,22,205,267,54,8,0,0.43,1.5
BEEF,90,3.04,0.29,0.19,21.9,0.06,2.33,0.24,0,46.05,12.7,0.96,11.24,8,2.34,18,187,233,68,5.83,0,0,0
BEEF,107,3.57,0.34,0.23,23.5,0.07,2.58,0.28,0,55.7,6.46,0.36,5.18,6,2.79,22,226,273,77,7.39,0,0,0
BEEF,110,4.105,0.571,0.171,27,0.059,2.13,0.283,0,51.9,8.175,0.708,7.548,16,2.42,19,174,231,47,6.66,0,0.51,1.8
BEEF,111,4.213,0.577,0.159,27.9,0.063,1.93,0.288,0,53.44,7.551,0.649,6.911,17,2.38,19,178,235,48,6.87,0,0.5,1.8
BEEF,127,5.039,0.655,0.222,33,0.067,2.59,0.33,0,58.83,3.267,0.268,2.903,14,2.89,22,202,262,54,7.79,0,0.44,1.6
BEEF,127,4.829,0.658,0.205,37.9,0.071,2.25,0.309,0,61.2,2.469,0.202,2.194,17,2.77,22,207,270,55,8.09,0,0.4,1.4
BEEF,103,2.44,0.31,0.25,24.9,0.07,2.3,0.26,0,46.92,11.16,0.92,10.26,13,3.16,20,203,234,65,8.5,0,0,0
BEEF,0,2.48,0.32,0.25,25.1,0.07,2.33,0.26,0,49.39,9.36,0.77,8.61,13,3.23,20,208,239,66,8.76,0,0,0
BEEF,118,2.67,0.35,0.28,26.7,0.08,2.47,0.29,0,54.8,5.73,0.44,5.16,13,3.68,23,235,263,71,10.27,0,0.14,1.7
BEEF,118,2.67,0.35,0.28,26.7,0.08,2.47,0.29,0,54,6.34,0.48,5.7,13,3.68,23,235,263,71,10.27,0,0,0
BEEF,0,2.67,0.35,0.28,26.7,0.08,2.47,0.29,0,55.7,5.04,0.38,4.54,13,3.68,23,235,263,71,10.27,0,0,0
BEEF,0,3.64,0.37,0.19,21.2,0.07,2.33,0.23,0,46.1,13.04,1.05,12.29,10,2.33,20,172,290,64,5.76,0,0,0
BEEF,0,3.75,0.38,0.19,21.5,0.07,2.37,0.23,0,49.53,10.93,0.89,10.3,9,2.4,20,177,300,65,6.01,0,0,0
BEEF,105,4.45,0.45,0.22,22.8,0.09,2.61,0.26,0,57.9,5.6,0.38,5.35,8,2.82,25,209,357,73,7.46,0,0.14,1.6
BEEF,0,4.45,0.45,0.22,22.8,0.09,2.61,0.26,0,56.8,6.27,0.43,5.99,8,2.82,25,209,357,73,7.46,0,0,0
BEEF,0,4.45,0.45,0.22,22.8,0.09,2.61,0.26,0,59.3,4.77,0.33,4.55,8,2.82,25,209,357,73,7.46,0,0,0
BEEF,0,7.257,0.538,0.131,29.5,0.074,1.6,0.571,0,57.52,6.034,0.547,5.72,20,1.75,23,212,340,56,4.93,0,0.45,1.6
BEEF,0,4.18,0.3,0.19,21,0.09,3,0.35,0,51.08,9.78,0.78,9.24,13,2.28,23,183,342,64,5.93,0,0,0
BEEF,0,4.22,0.31,0.19,21.1,0.09,3.01,0.35,0,52.79,8.49,0.68,8.01,13,2.3,23,184,344,64,5.98,0,0,0
BEEF,0,8.415,0.579,0.149,34.3,0.08,1.64,0.631,0,62.59,3.005,0.277,2.868,19,1.87,25,233,376,61,5.46,0,0.4,1.4
BEEF,0,4.8,0.34,0.22,21.9,0.1,3.32,0.4,0,58.7,4.94,0.33,4.73,13,2.57,27,208,394,69,6.99,0,0,0
BEEF,0,4.8,0.34,0.22,21.9,0.1,3.32,0.4,0,60.3,3.67,0.25,3.51,13,2.57,27,208,394,69,6.99,0,0,0
BEEF,128,5.866,0.662,0.179,34.2,0.077,1.87,0.441,0,57.33,3.751,0.334,3.184,8,2.72,22,208,271,44,5.6,0,0.45,1.6
BEEF,104,4.793,0.541,0.146,28.1,0.063,1.53,0.36,0,64.46,3.266,0.291,2.773,7,2.24,18,171,223,36,4.61,0,0.38,1.3
BEEF,125,5.918,0.644,0.184,34.5,0.068,1.97,0.43,0,56.74,4.233,0.377,3.593,7,2.71,21,199,264,42,5.41,0,0.46,1.6
BEEF,102,4.839,0.527,0.15,28.1,0.056,1.61,0.352,0,63.54,3.966,0.353,3.366,6,2.2,17,162,215,35,4.41,0,0.39,1.4
BEEF,131,5.802,0.679,0.173,33.8,0.087,1.76,0.452,0,57.92,3.269,0.291,2.775,9,2.74,22,216,279,45,5.78,0,0.45,1.6
BEEF,107,4.738,0.554,0.141,28.1,0.071,1.44,0.369,0,65.37,2.567,0.228,2.179,7,2.28,19,179,232,37,4.81,0,0.37,1.3
BEEF,130,6.109,0.669,0.192,38.3,0.077,1.88,0.456,0,58.09,3.231,0.286,2.675,7,2.83,23,214,278,44,5.82,0,0.45,1.6
BEEF,106,4.987,0.546,0.157,31.5,0.063,1.53,0.372,0,65.37,2.73,0.242,2.26,6,2.33,19,176,228,36,4.79,0,0.37,1.5
BEEF,126,6.356,0.65,0.207,37.8,0.069,1.95,0.462,0,57.36,3.807,0.337,3.152,7,2.93,22,209,271,43,5.79,0,0.45,1.6
BEEF,104,5.232,0.535,0.17,30.9,0.057,1.61,0.38,0,64.83,3.214,0.285,2.661,6,2.4,18,172,222,36,4.74,0,0.37,1.3
BEEF,133,6.007,0.688,0.189,43.3,0.084,1.8,0.461,0,58.82,2.655,0.235,2.198,7,2.85,23,222,289,46,5.97,0,0.44,1.6
BEEF,108,4.865,0.557,0.153,35.7,0.068,1.45,0.373,0,65.9,2.247,0.199,1.86,6,2.35,19,183,238,38,4.92,0,0.36,1.3
BEEF,111,5.091,0.574,0.155,29.6,0.067,1.62,0.383,0,65.93,2.031,0.181,1.724,7,2.36,19,180,235,38,4.85,0,0.36,1.3
BEEF,109,5.167,0.563,0.161,30.2,0.059,1.72,0.375,0,66.02,2.062,0.183,1.75,6,2.37,18,175,231,37,4.74,0,0.36,1.3
BEEF,113,5.007,0.586,0.149,28.9,0.075,1.52,0.39,0,65.84,2,0.178,1.697,7,2.35,19,185,239,39,4.96,0,0.36,1.3
BEEF,112,5.269,0.577,0.165,32.9,0.066,1.62,0.393,0,66.45,1.722,0.153,1.426,6,2.44,19,184,239,38,5.01,0,0.36,1.3
BEEF,109,5.521,0.564,0.18,32.9,0.06,1.7,0.401,0,66.43,1.814,0.161,1.502,6,2.55,19,182,236,38,5.04,0,0.36,1.3
BEEF,114,5.146,0.59,0.162,36.8,0.072,1.54,0.395,0,66.46,1.63,0.144,1.349,6,2.42,20,189,246,39,5.08,0,0.36,1.3
BEEF,102,4.682,0.528,0.143,27.4,0.062,1.49,0.352,0,64.67,3.405,0.305,3.007,6,2.18,17,166,217,35,4.49,0,0.38,1.3
BEEF,103,4.884,0.532,0.152,28.3,0.056,1.62,0.355,0,63.8,3.689,0.33,3.257,6,2.22,17,164,216,35,4.44,0,0.39,1.4
BEEF,101,4.483,0.524,0.133,26.5,0.067,1.36,0.349,0,65.54,3.121,0.28,2.756,7,2.15,18,169,218,35,4.53,0,0.37,1.3
BEEF,105,4.945,0.542,0.155,31.1,0.062,1.52,0.369,0,66.75,2.537,0.228,2.209,6,2.3,18,174,226,36,4.73,0,0.35,1.3
BEEF,105,5.319,0.544,0.173,31.4,0.058,1.63,0.386,0,65.62,2.626,0.236,2.288,6,2.43,19,174,225,36,4.81,0,0.37,1.3
BEEF,104,4.707,0.679,0.148,34.4,0.066,1.41,0.361,0,67.88,1.794,0.161,1.563,6,2.26,18,177,230,36,4.75,0,0.34,1.2
BEEF,136,3.76,0.37,0.25,32.7,0.07,2.68,0.28,0,57.9,2.51,0.27,2.25,4,3.27,25,223,330,45,4.5,0,0.15,1.6
BEEF,136,3.76,0.37,0.25,32.7,0.07,2.68,0.28,0,57.31,2.82,0.31,2.52,4,3.27,25,223,330,45,4.5,0,0,0
BEEF,136,3.76,0.37,0.25,32.7,0.07,2.68,0.28,0,58.49,2.13,0.23,1.92,4,3.27,25,223,330,45,4.5,0,0,0
BEEF,138,3.81,0.37,0.25,33,0.07,2.7,0.28,0,58.7,1.94,0.22,1.72,4,3.32,26,226,334,45,4.56,0,0.14,1.6
BEEF,138,3.81,0.37,0.25,33,0.07,2.7,0.28,0,58.1,2.25,0.26,1.99,4,3.32,26,226,334,45,4.56,0,0,0
BEEF,138,3.81,0.37,0.25,33,0.07,2.7,0.28,0,59.3,1.55,0.18,1.37,4,3.32,26,226,334,45,4.56,0,0,0
BEEF,105,7.339,0.544,0.133,29.6,0.075,1.62,0.577,0,61.07,4.551,0.413,4.315,20,1.76,23,212,341,56,4.94,0,0.41,1.5
BEEF,106,7.586,0.551,0.123,29.8,0.07,1.85,0.557,0,59.4,5.077,0.46,4.813,18,1.86,22,207,336,55,4.94,0,0.43,1.5
BEEF,104,7.1,0.536,0.142,29.4,0.079,1.41,0.596,0,62.73,4.026,0.365,3.816,22,1.66,23,217,346,58,4.94,0,0.4,1.4
